submission_id,RT,actualLife,age,comments,education,endTime,experiment_id,gender,intent,languages,option1,option2,outcome,perceivedLife,question,rating_slider,rating_slider_actual,rating_slider_perceived,startDate,startTime,timeSpent,trial_number,trial_type
219,81366,Looking at the actual life: ,23,,higher_degree,1543223033015,12,female,devil,french,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,89,70,100,Mon Nov 26 2018 09:56:16 GMT+0100 (heure normale d’Europe centrale),1543222576098,7.615283333333333,3,mainSliderRating
219,64708,Looking at the actual life: ,23,,higher_degree,1543223033015,12,female,angel,french,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,89,87,100,Mon Nov 26 2018 09:56:16 GMT+0100 (heure normale d’Europe centrale),1543222576098,7.615283333333333,4,mainSliderRating
218,142120,Looking at the actual life: ,19,,graduated_high_school,1543141896767,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,100,100,100,Sun Nov 25 2018 11:25:13 GMT+0100 (Mitteleuropäische Zeit),1543141513753,6.383566666666667,1,mainSliderRating
218,84766,Looking at the actual life: ,19,,graduated_high_school,1543141896767,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,96,71,100,Sun Nov 25 2018 11:25:13 GMT+0100 (Mitteleuropäische Zeit),1543141513753,6.383566666666667,2,mainSliderRating
218,54529,Looking at the actual life: ,19,,graduated_high_school,1543141896767,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,98,98,Sun Nov 25 2018 11:25:13 GMT+0100 (Mitteleuropäische Zeit),1543141513753,6.383566666666667,3,mainSliderRating
218,51953,Looking at the actual life: ,19,,graduated_high_school,1543141896767,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,30,100,Sun Nov 25 2018 11:25:13 GMT+0100 (Mitteleuropäische Zeit),1543141513753,6.383566666666667,4,mainSliderRating
217,176991,Looking at the actual life: ,19,,graduated_high_school,1543054354105,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,69,57,100,Sat Nov 24 2018 11:04:21 GMT+0100 (CET),1543053861225,8.214666666666666,1,mainSliderRating
217,101639,Looking at the actual life: ,19,,graduated_high_school,1543054354105,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,83,92,93,Sat Nov 24 2018 11:04:21 GMT+0100 (CET),1543053861225,8.214666666666666,2,mainSliderRating
217,88197,Looking at the actual life: ,19,,graduated_high_school,1543054354105,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,93,73,97,Sat Nov 24 2018 11:04:21 GMT+0100 (CET),1543053861225,8.214666666666666,3,mainSliderRating
217,75298,Looking at the actual life: ,19,,graduated_high_school,1543054354105,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,91,87,88,Sat Nov 24 2018 11:04:21 GMT+0100 (CET),1543053861225,8.214666666666666,4,mainSliderRating
216,210791,Looking at the actual life: ,39,,graduated_college,1542970169139,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,100,100,100,Fri Nov 23 2018 11:41:44 GMT+0100 (CET),1542969704470,7.744483333333333,1,mainSliderRating
216,71550,Looking at the actual life: ,39,,graduated_college,1542970169139,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,100,100,Fri Nov 23 2018 11:41:44 GMT+0100 (CET),1542969704470,7.744483333333333,2,mainSliderRating
216,67692,Looking at the actual life: ,39,,graduated_college,1542970169139,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,100,100,100,Fri Nov 23 2018 11:41:44 GMT+0100 (CET),1542969704470,7.744483333333333,3,mainSliderRating
216,74434,Looking at the actual life: ,39,,graduated_college,1542970169139,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,100,100,100,Fri Nov 23 2018 11:41:44 GMT+0100 (CET),1542969704470,7.744483333333333,4,mainSliderRating
215,103520,Looking at the actual life: ,45,,higher_degree,1542880661096,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,100,100,Thu Nov 22 2018 10:51:40 GMT+0100 (CET),1542880300318,6.012966666666666,1,mainSliderRating
215,55428,Looking at the actual life: ,45,,higher_degree,1542880661096,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,100,100,Thu Nov 22 2018 10:51:40 GMT+0100 (CET),1542880300318,6.012966666666666,2,mainSliderRating
215,91590,Looking at the actual life: ,45,,higher_degree,1542880661096,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,92,69,97,Thu Nov 22 2018 10:51:40 GMT+0100 (CET),1542880300318,6.012966666666666,3,mainSliderRating
215,61019,Looking at the actual life: ,45,,higher_degree,1542880661096,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,99,100,99,Thu Nov 22 2018 10:51:40 GMT+0100 (CET),1542880300318,6.012966666666666,4,mainSliderRating
214,88111,Looking at the actual life: ,39,,higher_degree,1542793956606,12,male,devil,,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,20,45,18,Wed Nov 21 2018 10:47:28 GMT+0100 (Central European Standard Time),1542793648354,5.137533333333334,1,mainSliderRating
214,66720,Looking at the actual life: ,39,,higher_degree,1542793956606,12,male,angel,,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,73,34,85,Wed Nov 21 2018 10:47:28 GMT+0100 (Central European Standard Time),1542793648354,5.137533333333334,2,mainSliderRating
214,63153,Looking at the actual life: ,39,,higher_degree,1542793956606,12,male,angel,,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,79,71,85,Wed Nov 21 2018 10:47:28 GMT+0100 (Central European Standard Time),1542793648354,5.137533333333334,3,mainSliderRating
214,63480,Looking at the actual life: ,39,,higher_degree,1542793956606,12,male,devil,,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,57,63,56,Wed Nov 21 2018 10:47:28 GMT+0100 (Central European Standard Time),1542793648354,5.137533333333334,4,mainSliderRating
213,113008,Looking at the actual life: ,23,,graduated_college,1542744770415,12,male,devil,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,100,0,100,Tue Nov 20 2018 21:06:04 GMT+0100 (CET),1542744364419,6.7666,1,mainSliderRating
213,98552,Looking at the actual life: ,23,,graduated_college,1542744770415,12,male,angel,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,100,100,Tue Nov 20 2018 21:06:04 GMT+0100 (CET),1542744364419,6.7666,2,mainSliderRating
213,67822,Looking at the actual life: ,23,,graduated_college,1542744770415,12,male,devil,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,100,74,100,Tue Nov 20 2018 21:06:04 GMT+0100 (CET),1542744364419,6.7666,3,mainSliderRating
213,86044,Looking at the actual life: ,23,,graduated_college,1542744770415,12,male,angel,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,70,100,Tue Nov 20 2018 21:06:04 GMT+0100 (CET),1542744364419,6.7666,4,mainSliderRating
212,90694,Looking at the actual life: ,20,,graduated_high_school,1542740600087,12,female,angel,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,84,27,74,Tue Nov 20 2018 19:58:36 GMT+0100 (CET),1542740316198,4.731483333333333,1,mainSliderRating
212,54616,Looking at the actual life: ,20,,graduated_high_school,1542740600087,12,female,angel,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,95,18,76,Tue Nov 20 2018 19:58:36 GMT+0100 (CET),1542740316198,4.731483333333333,2,mainSliderRating
212,56353,Looking at the actual life: ,20,,graduated_high_school,1542740600087,12,female,devil,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,92,37,69,Tue Nov 20 2018 19:58:36 GMT+0100 (CET),1542740316198,4.731483333333333,3,mainSliderRating
212,43623,Looking at the actual life: ,20,,graduated_high_school,1542740600087,12,female,devil,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,95,85,87,Tue Nov 20 2018 19:58:36 GMT+0100 (CET),1542740316198,4.731483333333333,4,mainSliderRating
211,178282,Looking at the actual life: ,29,,graduated_college,1542717664384,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,83,88,100,Tue Nov 20 2018 13:32:01 GMT+0100 (W. Europe Standard Time),1542717121420,9.0494,1,mainSliderRating
211,115630,Looking at the actual life: ,29,,graduated_college,1542717664384,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,84,11,84,Tue Nov 20 2018 13:32:01 GMT+0100 (W. Europe Standard Time),1542717121420,9.0494,2,mainSliderRating
211,109420,Looking at the actual life: ,29,,graduated_college,1542717664384,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,92,79,81,Tue Nov 20 2018 13:32:01 GMT+0100 (W. Europe Standard Time),1542717121420,9.0494,3,mainSliderRating
211,67556,Looking at the actual life: ,29,,graduated_college,1542717664384,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,93,98,98,Tue Nov 20 2018 13:32:01 GMT+0100 (W. Europe Standard Time),1542717121420,9.0494,4,mainSliderRating
210,123296,Looking at the actual life: ,55,,,1542716975771,12,female,angel,d,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,100,71,98,Tue Nov 20 2018 13:17:56 GMT+0100 (W. Europe Standard Time),1542716276417,11.6559,1,mainSliderRating
210,365655,Looking at the actual life: ,55,,,1542716975771,12,female,devil,d,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,99,71,100,Tue Nov 20 2018 13:17:56 GMT+0100 (W. Europe Standard Time),1542716276417,11.6559,2,mainSliderRating
210,113859,Looking at the actual life: ,55,,,1542716975771,12,female,devil,d,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,11,30,90,Tue Nov 20 2018 13:17:56 GMT+0100 (W. Europe Standard Time),1542716276417,11.6559,3,mainSliderRating
210,76912,Looking at the actual life: ,55,,,1542716975771,12,female,angel,d,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,97,34,88,Tue Nov 20 2018 13:17:56 GMT+0100 (W. Europe Standard Time),1542716276417,11.6559,4,mainSliderRating
209,188798,Looking at the actual life: ,25,,higher_degree,1542715429178,12,female,devil,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,2,0,0,Tue Nov 20 2018 12:49:37 GMT+0100,1542714577288,14.198166666666667,1,mainSliderRating
209,173320,Looking at the actual life: ,25,,higher_degree,1542715429178,12,female,angel,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,70,60,50,Tue Nov 20 2018 12:49:37 GMT+0100,1542714577288,14.198166666666667,2,mainSliderRating
209,209844,Looking at the actual life: ,25,,higher_degree,1542715429178,12,female,devil,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,34,34,36,Tue Nov 20 2018 12:49:37 GMT+0100,1542714577288,14.198166666666667,3,mainSliderRating
209,157976,Looking at the actual life: ,25,,higher_degree,1542715429178,12,female,angel,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,100,91,Tue Nov 20 2018 12:49:37 GMT+0100,1542714577288,14.198166666666667,4,mainSliderRating
208,212031,Looking at the actual life: ,29,,graduated_college,1542713879769,12,female,devil,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,48,100,Tue Nov 20 2018 12:19:35 GMT+0100 (Mitteleuropäische Normalzeit),1542712775573,18.403266666666667,1,mainSliderRating
208,74862,Looking at the actual life: ,29,,graduated_college,1542713879769,12,female,angel,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,100,100,100,Tue Nov 20 2018 12:19:35 GMT+0100 (Mitteleuropäische Normalzeit),1542712775573,18.403266666666667,2,mainSliderRating
208,71883,Looking at the actual life: ,29,,graduated_college,1542713879769,12,female,angel,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,100,50,100,Tue Nov 20 2018 12:19:35 GMT+0100 (Mitteleuropäische Normalzeit),1542712775573,18.403266666666667,3,mainSliderRating
208,92627,Looking at the actual life: ,29,,graduated_college,1542713879769,12,female,devil,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,100,50,100,Tue Nov 20 2018 12:19:35 GMT+0100 (Mitteleuropäische Normalzeit),1542712775573,18.403266666666667,4,mainSliderRating
207,270608,Looking at the actual life: ,37,,graduated_high_school,1542711822309,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,100,0,100,Tue Nov 20 2018 11:53:32 GMT+0100 (W. Europe Standard Time),1542711212397,10.1652,1,mainSliderRating
207,143137,Looking at the actual life: ,37,,graduated_high_school,1542711822309,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,15,100,Tue Nov 20 2018 11:53:32 GMT+0100 (W. Europe Standard Time),1542711212397,10.1652,2,mainSliderRating
207,93344,Looking at the actual life: ,37,,graduated_high_school,1542711822309,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,100,17,100,Tue Nov 20 2018 11:53:32 GMT+0100 (W. Europe Standard Time),1542711212397,10.1652,3,mainSliderRating
207,54443,Looking at the actual life: ,37,,graduated_high_school,1542711822309,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,0,92,Tue Nov 20 2018 11:53:32 GMT+0100 (W. Europe Standard Time),1542711212397,10.1652,4,mainSliderRating
206,158581,Looking at the actual life: ,25,,higher_degree,1542701616338,12,female,angel,Portuguese,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,75,20,47,Tue Nov 20 2018 09:03:10 GMT+0100 (W. Europe Standard Time),1542700990528,10.430166666666667,1,mainSliderRating
206,177138,Looking at the actual life: ,25,,higher_degree,1542701616338,12,female,devil,Portuguese,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,59,11,100,Tue Nov 20 2018 09:03:10 GMT+0100 (W. Europe Standard Time),1542700990528,10.430166666666667,2,mainSliderRating
206,111462,Looking at the actual life: ,25,,higher_degree,1542701616338,12,female,devil,Portuguese,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,0,8,77,Tue Nov 20 2018 09:03:10 GMT+0100 (W. Europe Standard Time),1542700990528,10.430166666666667,3,mainSliderRating
206,84449,Looking at the actual life: ,25,,higher_degree,1542701616338,12,female,angel,Portuguese,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,100,100,75,Tue Nov 20 2018 09:03:10 GMT+0100 (W. Europe Standard Time),1542700990528,10.430166666666667,4,mainSliderRating
205,119989,Looking at the actual life: ,25,,graduated_high_school,1542699885559,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,35,35,35,Tue Nov 20 2018 08:38:18 GMT+0100 (Mitteleuropäische Normalzeit),1542699498050,6.458483333333334,1,mainSliderRating
205,80657,Looking at the actual life: ,25,,graduated_high_school,1542699885559,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,20,0,63,Tue Nov 20 2018 08:38:18 GMT+0100 (Mitteleuropäische Normalzeit),1542699498050,6.458483333333334,2,mainSliderRating
205,68900,Looking at the actual life: ,25,,graduated_high_school,1542699885559,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,0,14,65,Tue Nov 20 2018 08:38:18 GMT+0100 (Mitteleuropäische Normalzeit),1542699498050,6.458483333333334,3,mainSliderRating
205,66359,Looking at the actual life: ,25,,graduated_high_school,1542699885559,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,59,68,24,Tue Nov 20 2018 08:38:18 GMT+0100 (Mitteleuropäische Normalzeit),1542699498050,6.458483333333334,4,mainSliderRating
204,95594,Looking at the actual life: ,23,,graduated_high_school,1542699060090,12,male,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,100,81,100,Tue Nov 20 2018 08:24:43 GMT+0100 (W. Europe Standard Time),1542698683048,6.284033333333333,1,mainSliderRating
204,64144,Looking at the actual life: ,23,,graduated_high_school,1542699060090,12,male,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,80,56,100,Tue Nov 20 2018 08:24:43 GMT+0100 (W. Europe Standard Time),1542698683048,6.284033333333333,2,mainSliderRating
204,64212,Looking at the actual life: ,23,,graduated_high_school,1542699060090,12,male,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,4,87,Tue Nov 20 2018 08:24:43 GMT+0100 (W. Europe Standard Time),1542698683048,6.284033333333333,3,mainSliderRating
204,46330,Looking at the actual life: ,23,,graduated_high_school,1542699060090,12,male,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,100,23,100,Tue Nov 20 2018 08:24:43 GMT+0100 (W. Europe Standard Time),1542698683048,6.284033333333333,4,mainSliderRating
203,220548,Looking at the actual life: ,28,It was not clear to me what the first question meant.,graduated_college,1542648215066,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,93,8,93,Mon Nov 19 2018 18:11:06 GMT+0100 (W. Europe Standard Time),1542647466856,12.470166666666668,1,mainSliderRating
203,143592,Looking at the actual life: ,28,It was not clear to me what the first question meant.,graduated_college,1542648215066,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,94,47,94,Mon Nov 19 2018 18:11:06 GMT+0100 (W. Europe Standard Time),1542647466856,12.470166666666668,2,mainSliderRating
203,117522,Looking at the actual life: ,28,It was not clear to me what the first question meant.,graduated_college,1542648215066,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,92,36,91,Mon Nov 19 2018 18:11:06 GMT+0100 (W. Europe Standard Time),1542647466856,12.470166666666668,3,mainSliderRating
203,126076,Looking at the actual life: ,28,It was not clear to me what the first question meant.,graduated_college,1542648215066,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,89,33,90,Mon Nov 19 2018 18:11:06 GMT+0100 (W. Europe Standard Time),1542647466856,12.470166666666668,4,mainSliderRating
202,9010525,Looking at the actual life: ,26,,higher_degree,1542648181604,12,female,devil,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Noscorr was happy.,100,80,90,Mon Nov 19 2018 09:48:41 GMT-0500 (COT),1542638921287,154.33861666666667,1,mainSliderRating
202,59265,Looking at the actual life: ,26,,higher_degree,1542648181604,12,female,angel,German,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,88,90,92,Mon Nov 19 2018 09:48:41 GMT-0500 (COT),1542638921287,154.33861666666667,2,mainSliderRating
202,72600,Looking at the actual life: ,26,,higher_degree,1542648181604,12,female,devil,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Khamma was happy.,63,3,34,Mon Nov 19 2018 09:48:41 GMT-0500 (COT),1542638921287,154.33861666666667,3,mainSliderRating
202,82011,Looking at the actual life: ,26,,higher_degree,1542648181604,12,female,angel,German,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,86,33,67,Mon Nov 19 2018 09:48:41 GMT-0500 (COT),1542638921287,154.33861666666667,4,mainSliderRating
201,633318,Looking at the actual life: ,58,,graduated_high_school,1542640791451,12,female,angel,no,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Cyp was happy.,0,60,60,Mon Nov 19 2018 15:55:00 GMT+0100 (W. Europe Standard Time),1542639300248,24.853383333333333,1,mainSliderRating
201,182068,Looking at the actual life: ,58,,graduated_high_school,1542640791451,12,female,angel,no,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Merrhi was happy.,100,75,75,Mon Nov 19 2018 15:55:00 GMT+0100 (W. Europe Standard Time),1542639300248,24.853383333333333,2,mainSliderRating
201,193507,Looking at the actual life: ,58,,graduated_high_school,1542640791451,12,female,devil,no,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,0,25,25,Mon Nov 19 2018 15:55:00 GMT+0100 (W. Europe Standard Time),1542639300248,24.853383333333333,3,mainSliderRating
201,383769,Looking at the actual life: ,58,,graduated_high_school,1542640791451,12,female,devil,no,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,0,0,0,Mon Nov 19 2018 15:55:00 GMT+0100 (W. Europe Standard Time),1542639300248,24.853383333333333,4,mainSliderRating
200,175173,Looking at the actual life: ,27,,graduated_college,1542637275440,12,female,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,81,52,87,Mon Nov 19 2018 15:15:18 GMT+0100 (Mitteleuropäische Normalzeit),1542636918785,5.94425,1,mainSliderRating
200,65646,Looking at the actual life: ,27,,graduated_college,1542637275440,12,female,devil,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Khamma was happy.,83,0,80,Mon Nov 19 2018 15:15:18 GMT+0100 (Mitteleuropäische Normalzeit),1542636918785,5.94425,2,mainSliderRating
200,46735,Looking at the actual life: ,27,,graduated_college,1542637275440,12,female,angel,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Noscorr was happy.,84,48,73,Mon Nov 19 2018 15:15:18 GMT+0100 (Mitteleuropäische Normalzeit),1542636918785,5.94425,3,mainSliderRating
200,44060,Looking at the actual life: ,27,,graduated_college,1542637275440,12,female,devil,german,Completely Disagree,Completely Agree,Bad,Looking at the perceived life: ,Merrhi was happy.,85,0,80,Mon Nov 19 2018 15:15:18 GMT+0100 (Mitteleuropäische Normalzeit),1542636918785,5.94425,4,mainSliderRating
199,199876,Looking at the actual life: ,37,,graduated_college,1542637175926,12,male,angel,german,Completely Disagree,Completely Agree,Good,Looking at the perceived life: ,Cyp was happy.,100,100,100,Mon Nov 19 2018 15:06:06 GMT+0100 (Mitteleuropäische Normalzeit),1542636366986,13.482333333333333,1,mainSliderRating
